id,name,slug,description,short_description,category_id,base_price,is_featured
910,Sudadera con Capucha U84,sudadera-con-capucha-u84,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,13,557.75,True
911,Gorra Deportiva C4,gorra-deportiva-c4,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,10,103.55,True
912,Sudadera con Capucha Q24,sudadera-con-capucha-q24,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,2,706.08,False
913,Vestido Largo G2,vestido-largo-g2,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,14,359.6,True
914,Zapatillas I10,zapatillas-i10,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,12,641.75,True
915,Camisa Casual T88,camisa-casual-t88,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,15,238.26,False
916,Traje de Oficina Q41,traje-de-oficina-q41,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,7,207.38,False
917,Cartera Elegante X65,cartera-elegante-x65,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,4,791.2,False
918,Camisa Formal I35,camisa-formal-i35,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,4,418.34,False
919,Camisa Casual N31,camisa-casual-n31,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,11,697.38,True
920,Falda Midi J37,falda-midi-j37,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,6,99.68,True
921,Gorra Deportiva D39,gorra-deportiva-d39,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,15,301.52,False
922,Camisa Casual I53,camisa-casual-i53,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,11,782.44,False
923,Vestido Corto D83,vestido-corto-d83,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,15,100.47,True
924,Gorra Deportiva P91,gorra-deportiva-p91,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,1,735.7,True
925,Vestido Corto I87,vestido-corto-i87,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,9,297.56,False
926,Falda Midi Y39,falda-midi-y39,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,7,433.18,True
927,Camisa Casual T91,camisa-casual-t91,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,4,666.56,False
928,Camisa Formal E23,camisa-formal-e23,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,13,157.91,True
929,Sudadera con Capucha D92,sudadera-con-capucha-d92,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,5,124.22,True
930,Zapatillas V58,zapatillas-v58,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,6,100.97,True
931,Vestido Corto T50,vestido-corto-t50,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,13,509.3,False
932,Vestido Corto U24,vestido-corto-u24,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,10,649.69,True
933,Camisa Casual M35,camisa-casual-m35,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,14,308.66,True
934,Chaqueta de Cuero R73,chaqueta-de-cuero-r73,Chaqueta de Cuero ideal para cualquier ocasión. Fabricado con materiales premium.,Chaqueta de Cuero de alta calidad y diseño moderno.,14,331.35,True
935,Botines U72,botines-u72,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,4,179.49,False
936,Cartera Elegante G69,cartera-elegante-g69,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,9,59.85,False
937,Zapatillas T79,zapatillas-t79,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,15,617.58,False
938,Zapatillas V75,zapatillas-v75,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,14,613.51,True
939,Traje de Oficina E52,traje-de-oficina-e52,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,15,751.16,False
940,Traje de Oficina E60,traje-de-oficina-e60,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,7,373.64,False
941,Cartera Elegante L60,cartera-elegante-l60,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,10,731.72,False
942,Botines T64,botines-t64,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,10,603.56,True
943,Camisa Formal I60,camisa-formal-i60,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,6,649.67,True
944,Bolso de Mano T24,bolso-de-mano-t24,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,15,367.84,False
945,Gorra Deportiva E81,gorra-deportiva-e81,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,12,490.49,False
946,Vestido Corto C71,vestido-corto-c71,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,3,289.64,False
947,Botines M66,botines-m66,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,10,501.35,False
948,Zapatillas H21,zapatillas-h21,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,6,799.37,False
949,Falda Midi T74,falda-midi-t74,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,7,142.17,True
950,Vestido Largo H77,vestido-largo-h77,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,10,527.21,False
951,Traje de Oficina A97,traje-de-oficina-a97,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,8,180.22,True
952,Pantalón Chino Q74,pantalon-chino-q74,Pantalón Chino ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Chino de alta calidad y diseño moderno.,9,593.38,True
953,Pantalón Jeans X6,pantalon-jeans-x6,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,15,431.88,False
954,Gorra Deportiva T33,gorra-deportiva-t33,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,12,352.12,True
955,Camisa Formal V62,camisa-formal-v62,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,8,381.24,True
956,Vestido Corto X90,vestido-corto-x90,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,1,148.74,False
957,Camisa Casual U44,camisa-casual-u44,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,13,139.29,False
958,Zapatillas M36,zapatillas-m36,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,3,793.75,True
959,Falda Midi X89,falda-midi-x89,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,7,756.84,False
960,Bolso de Mano Q53,bolso-de-mano-q53,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,4,567.19,False
961,Vestido Corto X62,vestido-corto-x62,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,1,671.04,False
962,Bolso de Mano R40,bolso-de-mano-r40,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,6,58.19,False
963,Traje de Oficina T70,traje-de-oficina-t70,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,12,356.58,True
964,Camisa Casual W35,camisa-casual-w35,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,14,61.96,True
965,Vestido Largo C8,vestido-largo-c8,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,14,373.19,True
966,Camisa Formal B29,camisa-formal-b29,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,14,170.89,False
967,Traje de Oficina K31,traje-de-oficina-k31,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,4,309.23,False
968,Pantalón Jeans K58,pantalon-jeans-k58,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,7,220.25,True
969,Cartera Elegante X37,cartera-elegante-x37,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,6,321.28,False
970,Camisa Formal U90,camisa-formal-u90,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,2,389.84,False
971,Camisa Formal I19,camisa-formal-i19,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,12,575.18,True
972,Cartera Elegante A91,cartera-elegante-a91,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,2,292.61,False
973,Cartera Elegante Y88,cartera-elegante-y88,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,8,430.12,False
974,Camisa Formal R79,camisa-formal-r79,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,10,404.12,False
975,Chaqueta de Cuero L12,chaqueta-de-cuero-l12,Chaqueta de Cuero ideal para cualquier ocasión. Fabricado con materiales premium.,Chaqueta de Cuero de alta calidad y diseño moderno.,12,221.94,False
976,Pantalón Jeans V62,pantalon-jeans-v62,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,11,141.72,True
977,Falda Midi M32,falda-midi-m32,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,14,457.02,False
978,Botines N45,botines-n45,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,12,447.62,True
979,Camisa Formal L41,camisa-formal-l41,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,15,145.85,True
980,Gorra Deportiva H62,gorra-deportiva-h62,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,1,408.91,False
981,Sudadera con Capucha A16,sudadera-con-capucha-a16,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,5,432.28,False
982,Botines P89,botines-p89,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,10,436.66,False
983,Camisa Casual U51,camisa-casual-u51,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,11,521.4,False
984,Sudadera con Capucha T41,sudadera-con-capucha-t41,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,12,89.98,False
985,Pantalón Jeans X65,pantalon-jeans-x65,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,10,447.41,False
986,Cartera Elegante L79,cartera-elegante-l79,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,2,79.79,False
987,Falda Midi I22,falda-midi-i22,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,8,163.73,False
988,Vestido Largo C57,vestido-largo-c57,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,8,660.82,False
989,Gorra Deportiva R12,gorra-deportiva-r12,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,9,721.68,True
990,Vestido Corto F47,vestido-corto-f47,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,4,602.22,True
991,Chaqueta de Cuero A74,chaqueta-de-cuero-a74,Chaqueta de Cuero ideal para cualquier ocasión. Fabricado con materiales premium.,Chaqueta de Cuero de alta calidad y diseño moderno.,2,454.75,False
992,Camisa Casual R25,camisa-casual-r25,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,7,260.18,True
993,Botines V67,botines-v67,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,10,217.06,False
994,Camisa Formal E41,camisa-formal-e41,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,8,474.59,False
